ISBN,Book_Title,Book_Author,Year_Publication,Publisher
8120801644,Vedic Mathematics,Bharati Krsna Tirthaji,2000,Motilal Banarsidass
866119744,David Copperfield (Great Illustrated Classics),Charles Dickens,1992,Playmore Inc. Publishers
312262655,Smoke-Filled Rooms,Kris Nelscott,2001,St. Martin's Minotaur
670886343,Headgames,Nick Earls,1999,Viking
886900921,Hunt for Red October,Tom Clancy,1988,Audio Partners
2207305503,Purgatoire,Mike Resnick,1995,Deno�?«l
2841560686,Toujours rien?,Christian Voltz,1999,Editions du Rouergue
914378058,Blue Cat of Castle Town,Catherine C. Coblentz,1960,W W Norton &amp
553762877,The Secrets of Harry Bright,JOSEPH WAMBAUGH,1986,Bantam
8466612815,Estupidos Hombres Blancos,Michael Moore,2003,Ediciones B
374139032,Diana: The Goddess Who Hunts Alone,Carlos Fuentes,1995,Farrar Straus Giroux
380789973,Gray Hawk's Lady,Karen Kay,1997,Harper Mass Market Paperbacks (Mm)
811823679,A Box of Thoughts on Spirituality (Box of Thoughts),Howard Klein,1999,Chronicle Books
786226307,Different Seasons (Thorndike Large Print Famous Authors Series),Stephen King,2000,Thorndike Press
373832141,Fiesta San Antonio,Janet Dailey,1990,Harlequin
380805707,A Secret Love (Cynster Novels),Stephanie Laurens,2000,Avon
803726678,Shylock's Daughter,Mirjam Pressler,2001,Dial Books
312035608,Man After Man: An Anthropology of the Future,Dougal Dixon,1990,St Martins Pr
671022172,The NUMA Files 2: Blue Gold (A Novel from the NUMA Files),Clive Cussler,2001,Simon &amp
082241452X,Beginner's Luck,Richard Laymon,1986,Pearson Prentice Hall
140177388,Cannery Row,John Steinbeck,1993,Penguin Books
8484504778,La Isla del Dia de Antes,Umberto Eco,2001,Debols!llo
076810209X,Bats (Know-It-Alls (Hardcover)),Roger Generazzo,2000,Learning Horizons
373262043,Buried In Quilts (Joan Spencer Mysteries),Sara Hoskinson Frommer,1996,Worldwide Library
787106577,Memories of Madison County,Jana St. James,1995,Dove Books
1575843722,The Reader's Digest Children's Atlas of the World (RD Children's Atlas),Colin Sale,2000,Reader's Digest
1864710047,Bettany's Book,Tom Keneally,2002,Doubleday
671704354,MOON IS ALWAYS FULL,Ryan Ann Hunter,1991,Pocket
916694534,Gates of Mitzvah: A Guide to the Jewish Life Cycle,Simeon J. Maslin,1979,Central Conference of American Rabbis
855616997,The Family Frying Pan,Bryce Courtenay,2002,William Heinemann Australia
1857230655,The Dragon Reborn (Wheel of Time S.),Robert Jordan,1992,Orbit
767912977,What Are You Doing in There: Balancing Your Need to Know with Your Adolescent¿s Need to Grow,Charlene C. Giannetti,2003,Broadway
207036674X,Le Crime de Lord Arthur Savile et autres contes,Oscar Wilde,1975,Gallimard
373763883,Comanche Vow,Sheri Whitefeather,2001,Silhouette
068485029X,Thrill!,Jackie Collins,1998,Simon &amp
30051436,Exploration of the universe (Saunders golden sunburst series),George O Abell,1987,Saunders College Pub
373025920,No Room In His Lif (Harlequin Romance),Nicola West,1983,Harlequin
091005004X,Management of Small History Museums,Carl E. Guthe,1964,Univ Pr of Amer
872165418,Daughter of the Sand,Pamela South,1979,Playboy Paperbacks
913080047,2150 Ad,Alexander,1976,Macro Books
812017250,Good Old Food: A Taste from the Past,Irene Chalmers,1993,Barrons Educational Series Inc
312972997,Lip Service,Suzanne Simmons,2001,St. Martin's Paperbacks
517573822,Jimmy Stewart and His Poems,Jimmy Stewart,1997,Random House Inc
747554498,Bloomsbury Good Reading Guide,Kenneth McLeish,2001,Bloomsbury
194230600,David Copperfield: Level 5 (Bookworms Series),Charles Dickens,2000,Oxford University Press
395668417,Three Cheers for Tacky,Helen Lester,1994,Houghton Mifflin/Walter Lorraine Books
3426616505,Der Mann aus Shanghai.,Anthony Hyde,2000,Droemer Knaur
139840893,Zolar's Encyclopedia of Ancient and Forbidden Knowledge,Zolar,1984,Prentice Hall
345394267,Rainbow's End,Martha Grimes,1996,Ballantine Books
451146018,The Empty Hours,Ed McBain,1993,New Amer Library
1578561388,The Perfect Wife (Book Three in the Salinger Sisters Romantic Comedy Series),SHARI MACDONALD,1999,WaterBrook Press
385029306,Dark Night of the Soul : A Masterpiece in the Literature of Mysticism by St. John of the Cross,E. Allison Peers,1959,Image
887430104,Good Night,Barbara Gregorich,1984,School Zone Publishing Company
60694424,The Spirit of the Disciplines - Reissue : Understanding How God Changes Lives,Dallas Willard,1991,HarperSanFrancisco
393090000,The End of Liberalism: The Second Republic of the United States,Theodore J. Lowi,1979,W. W. Norton &amp
553096052,Riding Shotgun,Rita Mae Brown,1996,Bantam
671706365,MOONFIRE,Jim Miller,1990,Pocket
031215173X,Modern Classics of Fantasy,Gardner Dozois,1997,St Martins Pr
451167805,Firestarter,Stephen King,2003,Signet Book
1579541348,The Herbal Drugstore: The Best Natural Alternatives to Over-the-Counter and Prescription Medicines!,Linda B. White,2001,Rodale Books
786704446,Her Forbidden Knight,Rex Stout,1997,Pub Group West
817007997,Teaching and learning with older elementary children: A manual for workers in the church (Teaching and learning series),Arline J Ban,1979,Judson Press
931933129,Meetings: Manage the meeting and you'll manage the company,Frank DeBernardis,1986,Richardson &amp
890411603,The Rombella shuttle,Bill Convertito,1977,Major Books
375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books
553154559,Charlie and the Great Glass Elevator,Roald Dahl,1984,Yearling Books
345377516,Photographing Fairies: A Novel,Steve Szilagyi,1992,Ballantine Books
059043876X,More Amazing but True Sports Stories,Phyllis Hollander,1990,Scholastic Paperbacks (Mm)
316650048,American Primitive,Mary Oliver,1983,Back Bay Books
60920637,Femininity Lost and Regained,Robert A. Johnson,1991,HarperCollins
399148418,The Wheat Field: A Novel,Steve Thayer,2002,Putnam Adult
2070375730,Le Traite Des Saisons,Hector Bianciotti,1984,Gallimard French
399517278,Freeing Someone You Love from Alcohol and Other Drugs: A Step-By-Step Plan Starting Today!,Ronald L. Rogers,1992,Perigee Books
803720963,Axle Annie,Robin Pulver,1999,Dial Books
897330625,Victorian Lady Travellers,Dorothy Middleton,1982,Academy Chicago Pub
074346642X,The Natural Remedy Bible (Better Health for 2003),John Lust,2003,Pocket
590337661,Call Me,Jane Miner,1984,Scholastic Paperbacks (Mm)
877018324,Table in Tuscany: Classic Recipes from the Heart of Italy,Leslie Forbes,1991,Chronicle Books Llc
791012476,Rita Moreno (Hispanics of Achievement Series),Susan Suntree,1992,Chelsea House Publications
736907432,When Women Walk Alone: Finding Strength and Hope Through the Seasons of Life,Cindi McMenamin,2002,Harvest House Publishers
891918329,Secret of the Silver Candlestick (Time Twist Adventure),Margaret Wallworth,1984,Cook Communications Ministries intl
671456075,REMARKBL MED OVRLK,Kelli M. Gary,1982,Pocket
3404120329,Kishon f�?¼r Steuerzahler. Eine satirische Bilanz.,Ephraim Kishon,1994,L�?¼bbe
789721260,WebClasses From Scratch,Jesse Liberty,1999,Que
3596122279,Das Superwieb,Hera Lind,2002,Distribooks Inc
716723476,Smoking: The Artificial Passion,David Krough,1992,W.H. Freeman &amp
749321172,Travels with Charley (Mandarin Classic),John Steinbeck,1995,Mandarin
3499142813,Wer die Nachtigall st�?¶rt.,Harper Lee,1978,Rowohlt Tb.
590478621,The Vampire Who Came for Christmas,Dian Curtis Regan,1994,Scholastic Paperbacks (Mm)
864424132,Lonely Planet Indian Himalaya: A Survival Kit (1st ed),Michelle Coxall,1996,Lonely Planet
2831557186,Berlitz Essential Spanish (Berlitz Phrase Books),Berlitz Publishing,1997,Berlitz Guides
743202643,Queen of Ambition,Fiona Buckley,2001,Scribner
811731103,Where to Watch Birds in Britain and Europe (Where to Watch Birds),John Gooders,1997,Stackpole Books
446517984,Old Songs in a New Cafe : Selected Essays,Robert James Waller,1994,Warner Books
590425919,White Fang,Jack London,1989,Apple Classics (Scholastic)
9140033244,�?tude socio-Linguistique de la segmentation syntaxique du français parlé (�?tudes romanes de Lund),Inger Britt Robach,1974,Gleerup
8440689322,Paraiso,Toni Morrison,1999,Ediciones B
1881663108,Front Range Rider : A mountain biking guide to Northern Colorado and Southern Wyoming,Anne Childers,1999,Poudre Canyon Press
3612650319,Der verbrannte Stadtplan.,Kobo Abe,2000,List Tb.
140118608,The Rebel Angels,Robertson Davies,1989,Penguin Books Ltd
821771833,Smuggler's Lady,Jane Feather,2000,Zebra Books (Mass Market)
451198794,The Kill Box,Chris Stewart,2000,Signet Book
067100378X,CAIN,James Byron Huggins,1998,Pocket
155056479X,The Painter's Keys A Seminar With Robert Genn,Robert Genn,1997,Educational Enterprises
694522899,Postmortem,Patricia D. Cornwell,2000,HarperAudio
835901645,Adventures in High Fantasy,Jeffrey C. Dillow,1981,Prentice Hall
64431452,Airport,Byron Barton,1987,HarperTrophy
375810048,Arthur's Spookiest Halloween (Arthur Adventures (Board Books)),MARC BROWN,2003,Random House Books for Young Readers
812910230,Pierre Franey's kitchen,Pierre Franey,1982,Times Books
373170165,Flaunting Cactus,Wynne May,1988,Harlequin
385319525,The Pirate's Daughter: A Novel of Adventure,Robert Girardi,1997,Delta Trade Paperbacks
075820583X,Drive Me Crazy,Nancy Warren,2004,BRAVA
60930004,The Distinguished Guest,Sue Miller,1999,Perennial
140123016,Green Future: How to Make a World a Difference,L Johnson,1990,Penguin USA
446325503,Night Sky,Clare Francis,1985,Warner Books
684867486,Yesterday I Cried : Celebrating The Lessons Of Living And Loving,Iyanla Vanzant,2000,Fireside
515091642,Barbarossa Red,Dennis Jones,1989,Jove Books
449702944,The Runner (Point),Cynthia Voigt,1987,Fawcett Books
517459981,Isaac Asimov On The Human Body,Isaac Asimov,1985,Random House Value Publishing
117024147,The Strange Story of Adolph Beck,Tim Coates,2001,Stationery Office Books
312923708,Sins of the Father: The True Story of a Family Running from the Mob,Nick Taylor,1990,St. Martin's Press
375400141,Christ: A Crisis in the Life of God,Jack Miles,2001,Alfred A. Knopf
440472415,Ramona and Her Father (Ramona Quimby (Paperback)),Beverly Cleary,1979,Bantam Doubleday Dell
394589645,Lutece: A Day in the Life of America's Greatest Restaurant,Irene Daria,1993,Random House
679821481,Six by Seuss: A Treasury of Dr. Seuss Classics,Seuss,1991,Random House Children's Books
671775405,Running On Empty,C.J. Anders,2000,Simon Spotlight Entertainment
192823698,The Education of Henry Adams (Oxford World's Classics),Henry Adams,1999,Oxford University Press
671739255,GLORIA,Mark Coovelis,1995,Pocket
816013551,In Search of the Trojan War,Michael Wood,1986,Marboro Books
207166250,The Florey: The story of the Sheep Hilton,Tim Hewat,1990,Angus &amp
020162690X,Touchpoints: Your Child's Emotional and Behavioral Development: Birth-3: The Essential Reference for the Early Years,T. Berry Brazelton,1992,HarperCollins Publishers
914610007,The Business of Fancydancing: Stories and Poems,Sherman Alexie,1992,Hanging Loose Press
140096752,Colouring in: A book of ideologically unsound love stories,Jean Bedford,1986,Penguin Books
312305796,Let's Go 2003: Ireland,David James Bright,2002,Let's Go Publications
440073472,Remembrance,Damoe Steel,1981,Delacorte Press
671649906,SMART WOMEN,Judy Blume,1987,Pocket
1853918709,The Ultimate Book of Doing Up Old Junk,Whitecap Books,2000,Whitecap Books
671733885,Sole Survivor : Children Who Kill Their Families,Elliott Leyton,1992,Pocket
312310439,The Marrying Game: A Novel,Kate Saunders,2003,St. Martin's Press
962462640,Girl to Woman: A Gathering of Images,Susan Hauser,1993,Astarte Shell Press
037570096X,Let Nothing You Dismay,Mark O'Donnell,1999,Vintage Books USA
038067033X,When Bad Things Happen to Good People,Harold S. Kushner,1985,Quill
812545990,Starfarers,Poul Anderson,1999,Tor Books
525943315,The Wrong Kind of Money,Stephen Birmingham,1997,Penguin USA
595210473,The Last Revolutionary,John Desmond,2002,Writers Club Press
1573455881,Understanding the Signs of the Times,Donald W. Parry,1999,Deseret Book Co
1590071476,The Wind in the Willows,Kenneth Grahame,2002,New Millennium Audio
152438173,The Legend of Old Befana,Tomie dePaola,1980,Voyager Books
385487452,Halfway Heaven: Diary of a Harvard Murder,Melanie Thernstrom,1997,Doubleday Books
671878557,Phases,Elizabeth Moon,1997,Baen
819147583,Letters Of A Javanese Princess,Raden Adjeng Kartini,1992,Rowman &amp
441009077,Never After,Rebecca Lickiss,2002,Ace Books
60934905,Middle Age: A Romance,Joyce Carol Oates,2002,Ecco
1854796836,Don't Believe It!,Richard Wilson,1999,Michael O'Mara Books
1888809027,Dirty Laundry: 100 Days in a Zen Monastery,Robert Winson,1997,University of New Mexico Press
613226100,What We Keep (Ballantine Reader's Circle),Elizabeth Berg,1999,Sagebrush Bound
340660139,Steps from Paradise,Murari,1999,Trafalgar Square
929605594,The Enchanted Island of Yew,L. Frank Baum,1996,Wonder Publishing
631133925,The man who was M: The life of Maxwell Knight,Anthony Masters,1984,B. Blackwell
1561561444,How to Draw Fantasy Creatures,Georgene Griffin,1992,Kidsbooks.Com
553580655,Better Homes and Gardens New Baby Book,Carol Keough,1999,Bantam Books
615114776,A Twinkle In His Eye,Yvette M. Burton,2000,Shooting Star Pub
202023923X,Les Nouvelles Confessions,William Boyd,1995,Seuil
316359580,Surfing on the Internet,J. C. Herz,1995,Little Brown and Company
553237942,Canadian's #06: Dominion,Robert E. Wall,1984,Bantam Books
044011084X,Clans of the Alphane Moon,Philip K. Dick,1985,Dell Publishing Company
380806037,Project Moon Dust: : Beyond Roswell--exposing The Government's Covert Investigations And Cover-ups,Kevin D. Randle,1999,Avon
373833989,My Secret Admirer,Anne Stuart,1999,Harlequin
60806338,The Weight of the Evidence,Michael Innes,1990,Perennial
446610852,The Kissing Game,Kasey Michaels,2003,Warner Forever
439169437,The Secret of the Pink Pokemon (Pokemon Chapter Book #10),Tracey West,2000,Scholastic
446403474,Diamond Solitaire (Peter Diamond Mystery),Peter Lovesey,1994,Warner Books
140085009,Writers at Work,George Plimpton,1988,Penguin Books Ltd
70328846,Tips and Traps When Buying A Home,Robert Irwin,1996,McGraw-Hill Trade
140103716,Wayward Girls and Wicked Women: An Anthology of Stories,Angela Carter,1989,Penguin Books
425184943,Blue Diary,Alice Hoffman,2002,Berkley Publishing Group
9997402693,H.M. Pulham Esquire,John P. Marquand,1941,Little Brown &amp
385506651,A Charmed Life: The Spirituality of Potterworld,Francis Bridger,2002,Image
425109224,The Great Escape (Real Life Gamebooks),Simon Farrell,1988,Berkley Pub Group (Mm)
864640773,The Dog's Tale,Murray Ball,1986,Inprint Limited
380976617,Deadfall: An Alaska Mystery (Alex Jensen Alaska Mysteries (Hardcover)),Sue Henry,1998,William Morrow &amp
436220881,Destiny,Tim Parks,1999,Secker &amp
791426777,Being and Time: A Translation of Sein and Zeit (Suny Series in Contemporary Continental Philosophy),Martin Heidegger,1996,State Univ of New York Pr
441007392,Through Alien Eyes,Amy Thomson,2000,Ace Books
735200041,Healing Yourself With Self-Hypnosis,Frank Samuel Caprio,1998,Prentice Hall Art
821771949,A Country Courtship (Zebra Regency Romance),Donna Simpson,2002,Kensington Publishing Corporation
344243386X,Fremde Federn.,Martha Grimes,1996,Goldmann
312968132,Circle of the Lily,Jill Jones,1998,St. Martin's Press
553135791,Free from Fear,Barbara Cartland,1980,Bantam Books
2266122320,L'enfant oc�?©an,Mourlevat,2002,Pocket
810928892,Discoveries: Alchemy : The Great Secret (Discoveries),Andrea Aromatico,2000,Harry N Abrams
1559721170,The Man Who Could Not Kill Enough: The Secret Murders of Milwaukee's Jeffrey Dahmer,Anne E. Schwartz,1992,Carol Publishing Corporation
3453212150,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,2002,Heyne
312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming,2004,St. Martin's Minotaur
067943612X,Recessional,James A. Michener,1994,Random House Inc
688148182,Fiesta Fireworks,George Ancona,1998,HarperCollins Publishers
746006004,How Do Animals Talk? (Starting Point Science Series),S. Mayes,1991,E.D.C. Publishing
806968982,World's Best \True\ Ghost Stories,C.B. Colby,1989,Sterling Pub Co Inc
373173121,Moonshadow Man,Jessica Hart,1997,Harlequin
895773570,Flower Arranging (Rd Home Handbooks),Malcolm Hillier,1990,Reader's Digest Association
373520638,Emergency Stand - By - Date (Yours Truly),David A. Carter,1998,Silhouette
807070866,Waist-High in the World: A Life Among the Nondisabled,Nancy Mairs,1997,Beacon Press
786244372,The Education of Ruby Loonfoot (Five Star First Edition Women's Fiction Series),Paxton Riddle,2002,Five Star (ME)
515038970,Mustang!: From the Walt Disney Productions' film based on the story by Calvin Clements,Kathleen N Daly,1975,Pyramid Communications
345315195X,Tom Clancy's Net Force 02. Fluchtpunkt.,Tom Clancy,1999,Heyne
7117507,Lillian Too's Smart Feng Shui for the Home,Lillian Too,2001,Element Books
375404120,Glamorama,Bret Easton Ellis,1999,Random House Inc
1567315488,The Ladies Room Reader: The Ultimate Women's Trivia Book,Alicia Alvrez,2002,MJF Books
130185086,Agents of Change: Managing the Introduction of Automated Tools (Yourdon Press Computing Series),Barbara M. Bouldin,1989,Yourdon Press
736647325,About A Boy,Nick Hornby,1999,Books on Tape
1568652909,Girl to Come Home to Best Man Ladybird (Grace Livingston Hill Jumbo Reader),Grace Livingston Hill,1997,Bantam Doubleday Dell
312113471,Kerouac: A Biography,Ann Charters,1994,St. Martin's Press
340568879,Anne of Green Gables,L.M. Montgomery,1993,Hodder Children's Books
2890211452,Marcus LA Puce a L'Ecole (Novels in the Premier Roman Series),Gilles Gauthier,1996,Firefly Books Ltd
374229848,Paradiso,José Lezama Lima,1974,Farrar
130938327,The Music Teacher's Book of Lists (J-B Ed: Book of Lists),Cynthia Meyers  Ross,2002,Jossey-Bass
